mode,long_threshold,short_threshold,total_return,initial_capital,final_equity,profit,annual_return,max_drawdown,sharpe,trades,long_trades,short_trades,exposure,abs_exposure,long_exposure,short_exposure,long_total_return,short_total_return,avg_bar_return_when_in_position,score
long_short,0.52,0.4,959.0638697136251,100.0,96006.3869713625,95906.3869713625,18.121057484274846,-0.2698726140127824,3.7187306612887148,672,330,342,-0.2879084967320262,0.8501782531194295,0.10522335656025496,0.16458704693998813,11.922209960279709,150.64038685673162,0.00172902907008234,18.17205771033289
