year,total_return,initial_capital,final_equity,profit,annual_return,max_drawdown,sharpe,trades,long_trades,short_trades,exposure,abs_exposure,long_exposure,short_exposure,long_total_return,short_total_return,avg_bar_return_when_in_position
2024,20.124710264923877,100.0,2112.471026492388,2012.4710264923876,20.16889320982007,-0.3089084849888233,4.189911073995253,177,140,37,0.1855246955807908,0.7552332740456971,0.14817348474483513,0.07223970447393624,6.981987667536385,2.3520051219432845,0.0022901175384671
2025,23.313587371533032,100.0,2431.358737153303,2331.358737153303,23.581486319053056,-0.2736412094418691,4.011170831281976,136,87,49,-0.18218404613166747,0.5751441614608361,0.06907736665064873,0.09646804420951466,1.540206779287439,10.932369859436783,0.0027719358947098025
2026,0.6650738807271781,100.0,166.50738807271782,66.50738807271782,3.782467281586949,-0.1787602151149651,2.6405160741646676,27,0,27,-0.30868055555555557,0.30868055555555557,0.0,0.09409722222222222,0.0,0.7359981007250027,0.0022994083327731855
