loss_streak_id,start,end,count,total_loss,worst_trade
237.0,2025-07-08 05:00:00+00:00,2025-07-28 07:00:00+00:00,7,-0.07177168255798999,-0.0169371531645987
146.0,2025-01-13 06:00:00+00:00,2025-01-26 04:00:00+00:00,5,-0.06837324321510435,-0.022011399088032978
111.0,2024-09-19 18:00:00+00:00,2024-09-24 23:00:00+00:00,5,-0.00728801463737351,-0.004212697159237464
345.0,2026-03-30 01:00:00+00:00,2026-04-01 13:00:00+00:00,4,-0.05298470597035925,-0.02465832665859609
291.0,2025-11-20 01:00:00+00:00,2025-11-23 10:00:00+00:00,4,-0.028494028335933643,-0.014598227571787647
313.0,2026-01-21 16:00:00+00:00,2026-01-26 23:00:00+00:00,4,-0.028003700357886647,-0.026465558335862605
239.0,2025-08-02 21:00:00+00:00,2025-08-05 04:00:00+00:00,4,-0.01573226950326291,-0.005459844422955546
132.0,2024-12-22 10:00:00+00:00,2024-12-29 21:00:00+00:00,4,-0.015064342936661312,-0.007998363880268543
253.0,2025-09-02 21:00:00+00:00,2025-09-06 18:00:00+00:00,4,-0.008490144767712128,-0.004988776783564431
308.0,2026-01-01 10:00:00+00:00,2026-01-07 13:00:00+00:00,4,-0.0060892516880616905,-0.0028989785266916915
254.0,2025-09-08 22:00:00+00:00,2025-09-13 10:00:00+00:00,4,-0.0031120012195163596,-0.0015678885571768636
131.0,2024-12-11 19:00:00+00:00,2024-12-16 18:00:00+00:00,3,-0.050088907845911274,-0.02356945946370742
315.0,2026-02-03 09:00:00+00:00,2026-02-09 00:00:00+00:00,3,-0.029829003556265558,-0.021275662075938662
1.0,2024-01-01 09:00:00+00:00,2024-01-02 09:00:00+00:00,3,-0.029509568761649375,-0.01399955207271233
12.0,2024-02-18 15:00:00+00:00,2024-02-23 07:00:00+00:00,3,-0.02752552692878914,-0.013261645761487743
63.0,2024-05-29 01:00:00+00:00,2024-06-05 19:00:00+00:00,3,-0.025284032699469668,-0.011964799086076955
24.0,2024-03-17 03:00:00+00:00,2024-03-17 22:00:00+00:00,3,-0.022784919443411402,-0.01864971661339717
115.0,2024-10-03 01:00:00+00:00,2024-10-04 16:00:00+00:00,3,-0.021105078778412473,-0.013240232756094166
161.0,2025-02-27 21:00:00+00:00,2025-03-06 04:00:00+00:00,3,-0.017658054418735716,-0.01023183123331856
286.0,2025-11-15 04:00:00+00:00,2025-11-16 13:00:00+00:00,3,-0.014599872850722326,-0.008839923950559308
121.0,2024-11-12 11:00:00+00:00,2024-11-17 22:00:00+00:00,3,-0.01080357424101119,-0.005893308094063625
272.0,2025-10-14 20:00:00+00:00,2025-10-16 16:00:00+00:00,3,-0.009637733100792774,-0.009025692798271392
292.0,2025-11-26 04:00:00+00:00,2025-11-29 08:00:00+00:00,3,-0.008301973254390574,-0.006032935169683871
80.0,2024-07-29 01:00:00+00:00,2024-07-31 13:00:00+00:00,3,-0.007264529381911139,-0.0037020159623545154
209.0,2025-05-05 12:00:00+00:00,2025-05-06 13:00:00+00:00,3,-0.006955825748509815,-0.0046235365447488234
4.0,2024-01-31 00:00:00+00:00,2024-02-02 01:00:00+00:00,3,-0.005193329404042895,-0.002640006611225165
227.0,2025-06-21 20:00:00+00:00,2025-06-22 13:00:00+00:00,2,-0.04797712275396081,-0.03710591200000003
79.0,2024-07-25 21:00:00+00:00,2024-07-27 13:00:00+00:00,2,-0.04203799235399634,-0.026896251862168773
62.0,2024-05-23 14:00:00+00:00,2024-05-24 04:00:00+00:00,2,-0.03779137916946816,-0.03476103031061845
52.0,2024-05-01 19:00:00+00:00,2024-05-03 02:00:00+00:00,2,-0.03747005259464274,-0.02381996506729051
283.0,2025-11-09 06:00:00+00:00,2025-11-09 23:00:00+00:00,2,-0.036597144472211296,-0.020210551441598584
