mode,long_threshold,short_threshold,total_return,initial_capital,final_equity,profit,annual_return,max_drawdown,sharpe,trades,long_trades,short_trades,exposure,abs_exposure,long_exposure,short_exposure,long_total_return,short_total_return,avg_bar_return_when_in_position,score
long_short,0.52,0.4,3900.6288992863183,100.0,390162.88992863183,390062.88992863183,33.92846609378637,-0.45576807872892455,3.9527222298850466,564,347,217,-0.2657321881920812,1.0170420785394048,0.132825582023443,0.16966456003889158,43.114716396601764,193.3951523777573,0.0018664300496329628,33.89821816591616
