year,total_return,initial_capital,final_equity,profit,annual_return,max_drawdown,sharpe,trades,long_trades,short_trades,exposure,abs_exposure,long_exposure,short_exposure,long_total_return,short_total_return,avg_bar_return_when_in_position
2024,-0.12052580402839363,100.0,87.94741959716063,-12.052580402839364,-0.12060316487133804,-0.247752533678534,-0.2364307467331366,57,38,19,0.007251333971815569,0.12115200437816391,0.02476398960186072,0.017239020385825695,-0.06508118784902128,0.0008914161229294226,-3.452097319256623e-05
2025,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
