mode,long_threshold,short_threshold,total_return,initial_capital,final_equity,profit,annual_return,max_drawdown,sharpe,trades,long_trades,short_trades,exposure,abs_exposure,long_exposure,short_exposure,long_total_return,short_total_return,avg_bar_return_when_in_position,score
long_short,0.52,0.4,883.6832147955773,100.0,88468.32147955774,88368.32147955774,17.460864995238158,-0.3089084849888233,3.9209047225020006,339,226,113,-0.05668989358828931,0.6047912277858802,0.08955868848916977,0.08653378706854643,19.97464404384965,68.43534947567366,0.0025050957133764557,17.502455988868846
