mode,long_threshold,short_threshold,total_return,initial_capital,final_equity,profit,annual_return,max_drawdown,sharpe,trades,long_trades,short_trades,exposure,abs_exposure,long_exposure,short_exposure,long_total_return,short_total_return,avg_bar_return_when_in_position,score
long_short,0.52,0.4,-0.12052580402839363,100.0,87.94741959716063,-12.052580402839364,-0.05369237676407168,-0.247752533678534,-0.14856334777873456,57,38,19,0.002862853130232809,0.04783125371360666,0.009776913520229028,0.006806028196402528,-0.06508118784902128,0.0008914161229294226,-3.452097319256623e-05,-0.1849968109922754
