ema_len,left,right,train_total_return,train_annual_return,train_max_drawdown,train_sharpe,train_trades,train_win_rate,train_avg_trade,test_total_return,test_annual_return,test_max_drawdown,test_sharpe,test_trades,test_win_rate,test_avg_trade,train_sr_position_ic_24h,train_dist_support_atr_ic_24h,train_dist_resistance_atr_ic_24h,train_sr_range_pct_ic_24h,test_sr_position_ic_24h,test_dist_support_atr_ic_24h,test_dist_resistance_atr_ic_24h,test_sr_range_pct_ic_24h,score
10,5,1,0.9051853247958983,0.1749847807590057,-0.41230392145501893,0.6463731597002804,234,0.17094017094017094,0.0035773787529220094,0.7093748248129568,0.7100026408984663,-0.08081081415804936,1.9132633458194985,51,0.29411764705882354,0.011364667776913775,0.037613226383683925,-0.009116183294852807,-0.04468284814353789,-0.03213286025063238,-0.05706010788209046,-0.07747338140384695,0.0071680131558205535,-0.026854789548840862,0.7652604011104165
7,15,1,0.7800152947625931,0.15517774723584932,-0.45232462888910696,0.5713075063384075,127,0.13385826771653545,0.006090526379589386,0.6579824578643745,0.658556720565832,-0.05338020927949316,2.0494568195923946,18,0.5,0.029868405812682353,0.019354065811027225,-0.04273980652412538,-0.033268050723177844,-0.0372480192373793,-0.06248521507462174,-0.11704663228877815,-0.00016017821694971088,-0.0905224940230085,0.7343394569057052
14,8,1,0.017986981159116233,0.004469794805769478,-0.41541214158920303,0.13638790885286026,174,0.13793103448275862,0.0008105537632451592,0.684171413885893,0.684772832384146,-0.11429321834711981,1.7953657798048583,52,0.23076923076923078,0.010934461679272544,0.04912108034758253,-0.0063660581272200634,-0.05400986850564326,-0.05370263279220145,-0.042205822594669526,-0.055674671915982216,0.011313167677523167,-0.03180977385526375,0.717394512200829
14,12,1,-0.35750115791485004,-0.10476884280716792,-0.5070055040549917,-0.5478991401990797,130,0.12307692307692308,-0.002954610277044964,0.6099539313919065,0.610479132806913,-0.05338020927949305,2.0287610737628943,24,0.3333333333333333,0.021059820704138674,0.026349385832415854,-0.030991115723010054,-0.034637896609617254,-0.03663412862085792,-0.03175919820443407,-0.07852596530921303,-0.010690731717598352,-0.06112351002639652,0.6852270818553112
14,15,1,-0.1424032715263731,-0.03770250606911485,-0.3351238684800434,-0.15357691850672808,103,0.14563106796116504,-0.0009877660401643178,0.6099539313919065,0.610479132806913,-0.05338020927949305,2.0287610737628943,24,0.3333333333333333,0.021059820704138674,0.0104227871959156,-0.04157719777468094,-0.022160536906836083,-0.028287480052008943,-0.03175919820443407,-0.07852596530921303,-0.010690731717598352,-0.06112351002639652,0.6852270818553112
10,8,1,1.1022984439724643,0.2042838106153313,-0.47247987311342265,0.6589708735837158,202,0.15346534653465346,0.004900277344426241,0.6093166595884691,0.6098412165683385,-0.08081081415804936,1.793168981315021,42,0.30952380952380953,0.012256562971706955,0.03080906127155537,-0.022163109806064406,-0.0392875178140607,-0.03428300229102007,-0.05937319927170314,-0.07052425903485773,0.0195710232151888,-0.022280462170423256,0.6590942585550648
10,10,1,1.1443381630863905,0.21026381014984552,-0.40387778757231285,0.6754203907602527,183,0.14754098360655737,0.005486637663650277,0.5035866834405678,0.504006771501154,-0.054485885602466144,1.7556699975942698,32,0.34375,0.013662417708025835,0.0348059777847294,-0.015080687203830588,-0.041715728159101656,-0.03820837353970881,-0.0562734520015043,-0.08888513974693035,0.0042432841427095126,-0.05188969566733104,0.5645473285796344
10,12,1,0.6713839084190305,0.1371224979612471,-0.41680233705454606,0.5139712403139469,159,0.13836477987421383,0.004645709152517706,0.4082619125217901,0.40859217540536585,-0.05338020927949305,1.7122308286078733,20,0.4,0.01818858206267961,0.02658169684516935,-0.016271683058802573,-0.03286604932716598,-0.025426309616945524,-0.05046306320477024,-0.08253627762503313,-0.0059299004558074735,-0.04778769799309674,0.467513612196013
14,5,1,-0.11965505252771425,-0.03137930931420718,-0.4729359728550856,0.002073577122898683,230,0.13478260869565217,9.5241025488688e-06,0.42487208793865006,0.42521769260242737,-0.11429321834711981,1.3434652735206103,56,0.19642857142857142,0.007053159077205842,0.0472757598068299,-0.0009837148351716123,-0.04416117199207888,-0.0249782469765142,-0.04234181370782755,-0.05427584528263558,0.011663468747194355,-0.020110437403084505,0.435244347104898
10,15,1,1.3116356848098665,0.2332245521863714,-0.3998330009076688,0.7624672543942639,122,0.1721311475409836,0.008519040700566478,0.2849394498898208,0.28516011898727545,-0.05338020927949305,1.5756316476997387,12,0.5,0.022004926730916762,0.01731175545846296,-0.04457659138010229,-0.03264970167470258,-0.03580171988015823,-0.040924760642391464,-0.08625499178353073,-0.003012469252970067,-0.059127061508475125,0.33725159673251587
