mode,long_threshold,short_threshold,total_return,annual_return,max_drawdown,sharpe,trades,long_trades,short_trades,exposure,abs_exposure,long_exposure,short_exposure,long_total_return,short_total_return,avg_bar_return_when_in_position,score
long_short,0.52,0.4,10477.493779594495,3.968906930210731,-0.1659534984242269,5.303612866706997,2591,1642,949,-0.10351612976355104,0.4156831629298814,0.26387975788352114,0.3244995579333953,186.5028142130762,127.64660899279212,0.00040121619618614256,4.151110824333967
