mode,long_threshold,short_threshold,total_return,annual_return,max_drawdown,sharpe,trades,long_trades,short_trades,exposure,abs_exposure,long_exposure,short_exposure,long_total_return,short_total_return,avg_bar_return_when_in_position,score
long_short,0.52,0.4,16.376620168001235,3.172605245500632,-0.10466325059189585,5.61451346155351,755,433,322,-0.056527857736838744,0.26903985159598287,0.18428964370242437,0.22107081174438686,2.0202564306436206,6.163721216812761,0.0004970487225494104,3.40099929328236
