entry_time,exit_time,side,size,entry_price,exit_price,bars,gross_return,turnover_cost,funding_cost,net_return,loss_streak_id,consecutive_loss_count
2024-01-01 01:00:00+00:00,2024-01-01 19:00:00+00:00,short,4.0,2305.71,2339.71,18,-0.05898400058983988,0.0056,-0.0028398959999999997,-0.06174410458983987,0.0,1.0
2024-01-05 21:00:00+00:00,2024-01-06 01:00:00+00:00,short,3.5999999999999996,2246.3,2255.0,4,-0.013942928371098605,0.005039999999999999,0.0,-0.018982928371098606,0.0,2.0
2024-01-27 00:00:00+00:00,2024-01-28 04:00:00+00:00,short,4.0,2279.46,2302.97,28,-0.04125538504733495,0.0056,-0.00066228,-0.04619310504733495,0.0,3.0
2024-01-29 00:00:00+00:00,2024-01-29 04:00:00+00:00,short,4.0,2256.6,2267.77,4,-0.019799698661703502,0.0056,0.0,-0.025399698661703503,0.0,4.0
2024-02-02 04:00:00+00:00,2024-02-02 08:00:00+00:00,long,0.25,2297.27,2309.72,4,0.001354869040208595,0.00035,9.195e-06,0.000995674040208595,,0.0
2024-02-06 21:00:00+00:00,2024-02-07 01:00:00+00:00,long,2.5,2379.61,2375.3,4,-0.004528052916234204,0.0035,0.00019147499999999998,-0.008219527916234204,1.0,1.0
2024-02-09 15:00:00+00:00,2024-02-09 21:00:00+00:00,long,2.5,2494.24,2501.61,6,0.007387019693373964,0.0035,0.0,0.003887019693373964,,0.0
2024-02-11 01:00:00+00:00,2024-02-11 05:00:00+00:00,short,4.0,2505.79,2522.58,4,-0.026801926737675785,0.0056,0.0,-0.032401926737675786,2.0,1.0
2024-02-12 00:00:00+00:00,2024-02-12 13:00:00+00:00,short,4.0,2514.02,2486.64,13,0.043563694799564345,0.0056,-0.00039884,0.03836253479956434,,0.0
2024-02-12 16:00:00+00:00,2024-02-12 20:00:00+00:00,short,3.5999999999999996,2552.03,2595.3264285714286,4,-0.06107574866170946,0.005039999999999999,0.0,-0.06611574866170945,3.0,1.0
