year,total_return,annual_return,max_drawdown,sharpe,trades,exposure,avg_bar_return_when_in_position
2020,0.03814850722947161,0.03828198792912185,-0.1263631416621137,0.28048070629605415,294,0.07819634703196347,0.0020653282156427363
2021,0.31432259822451014,0.3155568054079645,-0.062007947012028275,1.697596256744692,224,0.056164383561643834,0.001942858611070829
2022,-0.06061780638341063,-0.0608195095050742,-0.07391823791760688,-2.3220509133829994,12,0.002625570776255708,0.0017605614745066854
2023,-0.09187912005083021,-0.09217962895808907,-0.1732929428445551,-0.5833678262503699,183,0.05319634703196347,0.0016332291345187242
2024,-0.14084721635552655,-0.14093654507053532,-0.19370049668399503,-0.8223432613575515,235,0.06864754098360656,0.001474654561949073
