ema_fast,ema_slow,trend_threshold,use_macd,volume_filter,funding_z_cap,allow_short,regime_filter,regime_fast,regime_slow,total_return,annual_return,max_drawdown,sharpe,trades,long_trades,short_trades,exposure,abs_exposure,long_exposure,short_exposure,long_total_return,short_total_return,avg_bar_return_when_in_position,score
20,60,0.01,0,-999.0,2.5,1,1,100,200,3.22898437087858,0.43474140402440975,-0.5369824701182923,1.1123386118261165,194,146,48,0.12890948204534172,0.2569915604832037,0.1929505212642727,0.06404103921893099,2.783429822679469,0.2316505275178422,0.00024923158774586135,0.22186709955656944
48,200,0.01,0,-999.0,1.5,1,1,100,200,2.669711373636687,0.3846865590900741,-0.4284565160284751,0.9982430547004579,263,202,61,0.14251199735230846,0.2948204534171769,0.21866622538474267,0.07615422803243423,2.2643717112169806,0.28220158332404255,0.00021044145042544175,0.22037045381085943
12,96,0.01,0,-999.0,2.5,1,1,100,200,3.158181258960391,0.4286898280889839,-0.5296276190216447,1.0897637093190276,199,151,48,0.13741519113023332,0.27456561310607314,0.20599040211815323,0.06857521098791991,2.7262477483763656,0.2326926251214776,0.00023351966316544523,0.21836420404411297
20,120,0.0,0,-999.0,999.0,1,1,100,200,3.9024091623475305,0.488809024079637,-0.6502456369240743,1.088947259002762,113,82,31,0.16779745159688897,0.379348005957306,0.2735727287770975,0.1057752771802085,4.169650173823283,0.003441767517234906,0.0001928507054968225,0.21813356856773794
30,200,0.01,0,-999.0,2.5,1,1,100,200,3.2190755046363826,0.43389908186594806,-0.5374569026384528,1.0465399646284514,158,123,35,0.1642892603011749,0.33394009597881846,0.2491146781399967,0.08482541783882178,2.990668223303583,0.14416726680409253,0.00019984171701770319,0.21749762877814421
12,120,0.0,0,-999.0,999.0,1,1,100,200,3.7458537124739584,0.4767614950375092,-0.6276712748032693,1.0799317894499914,134,99,35,0.16273374151911302,0.37090848916101277,0.26682111534006286,0.10408737382094986,4.002601830561299,0.014433112473495102,0.00019376753552256218,0.2169224471083741
12,200,0.0,0,-999.0,999.0,1,1,100,200,3.8429032441220494,0.48426427402386896,-0.6489956393966795,1.0695916886116312,111,80,31,0.18216117822273706,0.4153566109548238,0.2987588945887804,0.11659771636604335,4.303477404287595,-0.034717481377033566,0.00017757119716636558,0.21324603875611078
20,200,0.01,0,-999.0,2.5,1,1,100,200,3.1298808107685465,0.4262493568441523,-0.5357018987882927,1.0408755985263032,169,132,37,0.16094654972695682,0.3262948866457058,0.2436207181863313,0.08267416845937449,3.0516071180742914,0.10921888182733053,0.00020175716549003392,0.21044218737632114
12,200,0.01,0,-999.0,2.5,1,1,100,200,3.0532432008147152,0.4195770185979506,-0.522488793549487,1.03830755042609,176,138,38,0.15737216614264438,0.3198742346516631,0.23862320039715373,0.08125103425450934,2.6501781898546852,0.21259582638483665,0.0002027223013388731,0.2102479993445116
12,60,0.0025,0,-999.0,999.0,1,1,100,200,3.484206824941192,0.45594423732625544,-0.6070902312074906,1.0996379941369179,166,117,49,0.14019526725136522,0.3143471785536985,0.22727122290253185,0.08707595565116664,3.834236048468357,0.007890239359402695,0.00021542641398194644,0.20738102142935602
