year,total_return,annual_return,max_drawdown,sharpe,trades,exposure,abs_exposure,avg_bar_return_when_in_position
2020,2.1312611481214483,2.1435590456604223,-0.3427440331221878,2.349399264009599,18,0.5994913225613405,0.5994913225613405,0.0003395045320234624
2021,3.4573991341924355,3.4803352599372595,-0.2837311450596899,2.5540857124922676,13,0.5887554441071664,0.5887554441071664,0.0003992650974616736
2022,-0.14165780994157862,-0.14210794551119732,-0.2450701773934919,-0.6093868821014657,5,0.0886984715145901,0.0886984715145901,-0.00016609878503684217
2023,-0.009754603716688681,-0.009787937194500995,-0.2532037362339402,0.16822001604293646,14,0.338070511068598,0.338070511068598,2.604516900320863e-05
2024,0.4200489092092481,0.4203900452588527,-0.24971573431254557,1.3167697742675997,8,0.32384731153372553,0.32384731153372553,0.00017444571504933573
