year,total_return,annual_return,max_drawdown,sharpe,trades,long_trades,short_trades,exposure,abs_exposure,long_exposure,short_exposure,long_total_return,short_total_return,avg_bar_return_when_in_position
2024,4.595756193275768,4.60236004566467,-0.11969468510977221,4.941344668245235,500,308,192,-0.007235494880546075,0.602457337883959,0.2976109215017065,0.30484641638225257,2.109517838427794,1.2878232725821386,0.00046249375713653063
