year,total_return,initial_capital,final_equity,profit,annual_return,max_drawdown,sharpe,trades,long_trades,short_trades,exposure,abs_exposure,long_exposure,short_exposure,long_total_return,short_total_return,avg_bar_return_when_in_position
2024,28.19365771572081,100.0,2919.365771572081,2819.365771572081,28.26120010151479,-0.3686637614322562,4.282690036813446,258,119,139,-0.29356957176084275,0.8602845806539882,0.09864550554111369,0.16144479408947873,4.272012076847501,6.631068364792371,0.002193409808869066
2025,61.802902918171775,100.0,6280.290291817178,6180.290291817178,62.70215131662017,-0.3196896009189264,4.390228350152726,323,182,141,-0.272236905333974,0.9154997597308986,0.12325804901489669,0.16314271984622777,3.5197370154938836,19.60951976323479,0.0021540418341641047
2026,0.45552186307091125,100.0,145.55218630709112,45.55218630709113,2.164884888378522,-0.34040402405740744,1.7837870126482978,77,36,41,-0.4266180555555555,0.8041041666666666,0.06770833333333333,0.16493055555555555,0.07264090261551948,0.5023338275133729,0.0008783801026963495
