year,total_return,initial_capital,final_equity,profit,annual_return,max_drawdown,sharpe,trades,long_trades,short_trades,exposure,abs_exposure,long_exposure,short_exposure,long_total_return,short_total_return,avg_bar_return_when_in_position
2024,79.10675840855995,100.0,8010.675840855995,7910.675840855995,79.34762444672889,-0.3197407679393669,4.770125289621057,248,156,92,-0.12327267752086468,1.1203995074565605,0.16363387604323437,0.16828567519496512,10.345620903933842,8.740728341816911,0.0022109994594515974
2025,12.363640632086081,100.0,1336.364063208608,1236.364063208608,12.48314758445537,-0.411290189454109,3.2765505210330956,237,148,89,-0.24741710716001922,0.796792407496396,0.11016338298894762,0.13683325324363288,1.0769072551572116,8.057254213773817,0.0016437578249121527
2026,2.5232019450812264,100.0,352.32019450812265,252.32019450812265,46.723309094659584,-0.2749558516062318,3.537896456532403,80,44,36,-0.6802083333333333,1.3913194444444446,0.12013888888888889,0.26805555555555555,0.8097710797880875,1.2034207847161063,0.0014974885073797165
