ema_fast,ema_slow,atr_stop,volume_filter,total_return,annual_return,max_drawdown,sharpe,trades,exposure,avg_bar_return_when_in_position,score
30,96,1.5,-0.2,-0.48781057871496203,-0.12532579923313347,-0.6673461751728746,-0.446837404276947,1147,0.0755065717415115,0.0012450929470205754,-0.4724040089478792
20,96,3.0,0.2,-0.5195539823997963,-0.13645433323043954,-0.6428282894375426,-0.691245668118257,919,0.040548557867834976,0.002327317795531672,-0.4786058479927585
20,96,2.0,0.2,-0.5195539823997963,-0.13645433323043954,-0.6428282894375426,-0.691245668118257,919,0.040548557867834976,0.002327317795531672,-0.4786058479927585
20,96,2.5,0.2,-0.5195539823997963,-0.13645433323043954,-0.6428282894375426,-0.691245668118257,919,0.040548557867834976,0.002327317795531672,-0.4786058479927585
20,96,1.5,0.2,-0.5195539823997963,-0.13645433323043954,-0.6428282894375426,-0.691245668118257,919,0.040548557867834976,0.002327317795531672,-0.4786058479927585
20,96,2.0,-0.2,-0.5102778614421973,-0.1331429714580169,-0.6675291400723692,-0.48395177350488866,1144,0.07596294267981014,0.001237993152991025,-0.48142609469934816
20,96,2.5,-0.2,-0.5102778614421973,-0.1331429714580169,-0.6675291400723692,-0.48395177350488866,1144,0.07596294267981014,0.001237993152991025,-0.48142609469934816
20,96,1.5,-0.2,-0.5102778614421973,-0.1331429714580169,-0.6675291400723692,-0.48395177350488866,1144,0.07596294267981014,0.001237993152991025,-0.48142609469934816
20,96,3.0,-0.2,-0.5102778614421973,-0.1331429714580169,-0.6675291400723692,-0.48395177350488866,1144,0.07596294267981014,0.001237993152991025,-0.48142609469934816
12,96,2.5,-0.2,-0.5109879600939078,-0.13339467873752342,-0.6763859154996761,-0.47327021405889297,1172,0.07783406352683461,0.0012134883136380701,-0.48578574290912824
12,96,1.5,-0.2,-0.5109879600939078,-0.13339467873752342,-0.6763859154996761,-0.47327021405889297,1172,0.07783406352683461,0.0012134883136380701,-0.48578574290912824
12,96,2.0,-0.2,-0.5109879600939078,-0.13339467873752342,-0.6763859154996761,-0.47327021405889297,1172,0.07783406352683461,0.0012134883136380701,-0.48578574290912824
12,96,3.0,-0.2,-0.5109879600939078,-0.13339467873752342,-0.6763859154996761,-0.47327021405889297,1172,0.07783406352683461,0.0012134883136380701,-0.48578574290912824
