year,total_return,annual_return,max_drawdown,sharpe,trades,exposure,abs_exposure,avg_bar_return_when_in_position
2020,1.1310965458410562,1.1366410597494614,-0.25235136141482084,2.269777854846918,28,0.43643237188462614,0.43643237188462614,0.00027421560972268176
2021,0.9947833413764511,0.9995192724116408,-0.22603260645708445,1.904306842289654,27,0.3534604068056799,0.3534604068056799,0.0002894291371705704
2022,-0.027023701185391213,-0.027115232685568813,-0.09612404190458823,-0.42081662578412066,4,0.019434628975265017,0.019434628975265017,-0.00014245799854905274
2023,0.19083473454019506,0.19154918183427272,-0.26214738723820463,0.8297554761397945,25,0.28836955036217027,0.28836955036217027,0.00010744019090116871
2024,0.6216232458737212,0.6221602782832265,-0.21982998796577058,1.8293706465130504,30,0.3781053781053781,0.3781053781053781,0.00019812907620989984
