year,total_return,annual_return,max_drawdown,sharpe,trades,long_trades,short_trades,exposure,abs_exposure,long_exposure,short_exposure,long_total_return,short_total_return,avg_bar_return_when_in_position
2024,2.443018524885777,2.445935356301856,-0.08585028561764119,5.050733280302437,348,195,153,-0.03157750718292515,0.23735121083595564,0.17252702148036667,0.1883978656450951,0.9361919419206042,0.9634035874455809,0.0005203332940677942
2025,4.0024248793795385,4.030157781397313,-0.07384718527778489,6.161596271599581,396,233,163,-0.0783397405093705,0.29225132148005767,0.19077366650648728,0.24615569437770302,0.5165098467228413,2.7046185864639787,0.0004848961068815832
