year,total_return,annual_return,max_drawdown,sharpe,trades,long_trades,short_trades,exposure,abs_exposure,long_exposure,short_exposure,long_total_return,short_total_return,avg_bar_return_when_in_position
2024,1.015159596260046,1.0161269647444127,-0.06934606333542659,4.235818902006914,329,200,129,-0.011303754266211604,0.19129010238907848,0.17337883959044367,0.14238907849829352,0.3482387787349952,0.6466962560821776,0.0003522117055351069
2025,0.38311882371811046,0.3846602111391739,-0.05556382175045749,2.132860470726658,282,111,171,-0.14079985652797705,0.24414753706360592,0.09815877570540411,0.26434720229555236,0.17294744124756356,0.28222948117749547,0.00013890167507659288
