ema_fast,ema_slow,trend_threshold,use_macd,volume_filter,funding_z_cap,allow_short,total_return,annual_return,max_drawdown,sharpe,trades,exposure,abs_exposure,avg_bar_return_when_in_position,score
48,200,0.0,0,-999.0,999.0,0,15.903795516267383,0.7610231417675397,-0.43959681335320633,1.4714380169316421,58,0.3750932736382049,0.3750932736382049,0.00024831668542352273,0.6147966359375185
48,200,0.005,0,-999.0,999.0,0,9.249220820709347,0.5932231963111765,-0.37879216186842823,1.3094825370128296,55,0.34871015883168105,0.34871015883168105,0.00022344963162693578,0.46930124222760383
48,200,0.0,0,-999.0,1.5,0,9.10247871849716,0.588631544117745,-0.3790271806900981,1.3393205420954963,334,0.3007675087943716,0.3007675087943716,0.00026474098229748274,0.46608398087747077
30,200,0.0,0,-999.0,999.0,0,8.919135000231483,0.5828190314340755,-0.46542469757115335,1.2928742960160389,70,0.36342074405713676,0.36342074405713676,0.00021261211694765996,0.4147503974493008
20,200,0.0,0,-999.0,999.0,0,8.676454534042923,0.5749917443973132,-0.45760759522449534,1.2911899394082957,87,0.35515936467327575,0.35515936467327575,0.00021529009103609623,0.4107474437554803
48,200,0.0025,0,-999.0,999.0,0,8.049933051618092,0.554032584073991,-0.41368358820652384,1.2448227743004883,57,0.3631009487261486,0.3631009487261486,0.00020648983168182572,0.4094319286857535
48,200,0.0,0,-999.0,999.0,1,9.993266605237947,0.6157269619607308,-0.618798272740529,1.1555112625588002,107,0.133594499520307,0.6165920477561028,0.00014914615743746867,0.36410338871840636
30,200,0.005,0,-999.0,999.0,0,5.994089490713932,0.475917062826537,-0.40620246653958547,1.1678991481590792,63,0.3400756848950005,0.3400756848950005,0.00019580667002485448,0.33121078696469824
20,60,0.0,0,-999.0,999.0,0,7.692236257132299,0.5415405475004456,-0.5611888677137087,1.3273871029219302,145,0.2782219379597058,0.2782219379597058,0.0002569738159036028,0.32731546878968776
20,200,0.005,0,-999.0,999.0,0,5.970816611008613,0.47493285465145973,-0.42307234160103513,1.1751832453218636,78,0.3330668372241765,0.3330668372241765,0.00019918716479730355,0.32215584611703535
48,200,0.005,0,-999.0,1.5,0,5.200959228223902,0.440788824383634,-0.3709456179698719,1.1615649379737165,305,0.2796610169491525,0.2796610169491525,0.000230539400596317,0.3133942622973839
12,200,0.0,0,-999.0,999.0,0,6.672628564056792,0.5035229446809684,-0.5423717311204421,1.1950437264192828,107,0.34737767828589705,0.34737767828589705,0.00020184693855485245,0.29208926544171143
20,200,0.0025,0,-999.0,999.0,0,5.3761955204975,0.44884704411569865,-0.42758002875027334,1.1250701545803452,83,0.3445528195288349,0.3445528195288349,0.00018673640553971987,0.29131053746957924
30,200,0.0025,0,-999.0,999.0,0,5.534611967557912,0.4559807554998685,-0.4442997117330342,1.1283608308584574,66,0.3522545570834666,0.3522545570834666,0.0001849128245983818,0.2902489411762743
48,200,0.0025,0,-999.0,1.5,0,4.485710361908482,0.40587866241687465,-0.37094561796987136,1.0912818964636903,322,0.2907472550900757,0.2907472550900757,0.00021223786958678867,0.2749699482551235
48,200,0.0,0,-999.0,1.5,1,5.871041199498245,0.470683334641792,-0.5099077183830952,1.0363733274962024,555,0.1018281633088157,0.4997068542799275,0.00016009359691477297,0.26754814182505454
20,60,0.005,0,-999.0,999.0,0,5.212645491168916,0.4413318463284408,-0.4817302122619136,1.202904098570252,133,0.2610062893081761,0.2610062893081761,0.0002342298569825917,0.2606119451259966
30,200,0.0,0,-999.0,1.5,0,5.135077641718252,0.4377121177664587,-0.476610563698993,1.1537830835505432,331,0.290640656646413,0.290640656646413,0.00022214078363246104,0.25709599009448936
12,60,0.0,0,-999.0,999.0,0,6.1958824425495385,0.4843428359402169,-0.5807249110551267,1.2419455053080777,180,0.27163948406353267,0.27163948406353267,0.0002451699014091132,0.2560776556780574
12,200,0.005,0,-999.0,999.0,0,4.998645763185208,0.43125568892010646,-0.47150818483715884,1.114281652364904,92,0.32576484383328,0.32576484383328,0.00019047176858567666,0.2512156791197723
30,60,0.0,0,-999.0,999.0,0,5.8994754679738275,0.4718993762967689,-0.5804479128328046,1.2041031276001957,131,0.284964289521373,0.284964289521373,0.0002293097079309772,0.2418805762603764
20,200,0.0,0,-999.0,1.5,0,4.579735392921669,0.4106685906154599,-0.4566009152223096,1.1126984789427714,337,0.2838983050847458,0.2838983050847458,0.0002178517544962197,0.23800305695144366
48,200,0.005,0,-999.0,999.0,1,6.020615083654166,0.4770356388285546,-0.612483096252985,1.0225286505358844,101,0.1366059055537789,0.5608144121095832,0.0001383435347749135,0.2219205232288563
20,120,0.0,0,-999.0,999.0,0,5.41790021855589,0.4507386914467886,-0.5789277876375851,1.13461761320554,114,0.31710372028568384,0.31710372028568384,0.00020327148603781445,0.21800567828827302
12,96,0.0,0,-999.0,999.0,0,5.8010748987799605,0.46767387335812516,-0.6211700817210968,1.1847716315756491,149,0.29730305937533313,0.29730305937533313,0.00022072107148809835,0.21632741407635922
20,60,0.0025,0,-999.0,999.0,0,4.471781665674795,0.4051635171867063,-0.5290608784780009,1.1242542978468961,140,0.26929431830295275,0.26929431830295275,0.00021595154521574514,0.19684579284005066
12,120,0.0,0,-999.0,999.0,0,5.077648097604838,0.43500849195834856,-0.5884387183199467,1.1191514630049573,136,0.3099083253384501,0.3099083253384501,0.00020277051293960194,0.1967467059486231
12,200,0.0,0,-999.0,1.5,0,4.24145529393495,0.39312129953383446,-0.5070964494339174,1.089037467834859,346,0.2780620402942117,0.2780620402942117,0.00021572545588756497,0.1940249482086187
30,60,0.005,0,-999.0,999.0,0,4.111154667363941,0.38612010259422314,-0.5017596573012795,1.0916400458074387,123,0.2675087943716022,0.2675087943716022,0.00020932044044999606,0.18982227623395534
12,200,0.005,0,-999.0,1.5,0,3.2330607982754387,0.33480167915414993,-0.39248070480708586,1.01525275505262,315,0.26121948619550156,0.26121948619550156,0.0002014990308323871,0.18932396450323802
12,60,0.005,0,-999.0,999.0,0,4.171978103545354,0.38940576550596995,-0.5195000546866619,1.1145400514655117,168,0.25466368191024413,0.25466368191024413,0.00022139409391643258,0.18538274073591457
20,120,0.005,0,-999.0,999.0,0,3.993107471839375,0.37965293772655406,-0.4947265756291792,1.0458979103282358,104,0.2985822406992858,0.2985822406992858,0.00018881844468248167,0.18458454542837624
48,200,0.0025,0,-999.0,999.0,1,5.341765446935146,0.447277888087636,-0.6299755381864055,0.9819649756756749,104,0.1347137831787656,0.5914881142735317,0.0001277102335129671,0.181388367778217
48,200,0.005,0,-999.0,1.5,1,3.6945073910495845,0.3627305874168971,-0.4663108499592845,0.9122430913139767,498,0.10499946700778169,0.4543225668905234,0.000147256779783027,0.1751873170029537
12,200,0.0025,0,-999.0,999.0,0,3.9634478172403,0.3780088440131788,-0.5206272825864047,1.0148512387728583,102,0.336531286643215,0.336531286643215,0.00017077338208564094,0.16843776465861937
30,200,0.005,0,-999.0,1.5,0,3.5088056802144427,0.3517671903416666,-0.4766105636989929,1.0317527725682054,304,0.2719859290054365,0.2719859290054365,0.00020148525276852527,0.1650495471205804
30,120,0.0,0,-999.0,999.0,0,4.262070186382864,0.3942161717229016,-0.5696588017780067,1.0336312586281045,100,0.3241658671783392,0.3241658671783392,0.00018280258307232396,0.16106833376530347
20,200,0.005,0,-999.0,1.5,0,3.2621694314376226,0.33663365740525153,-0.4566009152223104,1.0083626046291054,310,0.26646945954589063,0.26646945954589063,0.0001993642848346903,0.1587513300255516
48,96,0.0,0,-999.0,999.0,0,4.178006694413358,0.38972974179416187,-0.5720891734620024,1.0236200453234328,96,0.32480545784031556,0.32480545784031556,0.00018134518635822198,0.15486615732933232
48,120,0.0,0,-999.0,999.0,0,3.5398831619020443,0.3536267909491768,-0.49444150014177923,0.9514298328497145,84,0.33714422769427566,0.33714422769427566,0.00016567195343256865,0.15397753252077293
12,96,0.005,0,-999.0,999.0,0,4.03292214862398,0.3818477071816426,-0.5708487695632547,1.0721480045731997,136,0.2796876665600682,0.2796876665600682,0.00020076422160130223,0.15003072262867526
12,120,0.005,0,-999.0,999.0,0,3.565796610651015,0.35516961957926485,-0.5283571207633762,1.0113119706400568,120,0.29160004263937744,0.29160004263937744,0.00018426439774169593,0.14155665772957962
30,60,0.0025,0,-999.0,999.0,0,3.6301572926286036,0.35897142974963203,-0.5396805013557158,1.0301516853620916,128,0.27603666986462,0.27603666986462,0.00019468811407596974,0.14063876333987874
12,60,0.0025,0,-999.0,999.0,0,3.6852242315304125,0.3621908445920836,-0.5574732279944403,1.0511880070776254,175,0.26260526596311695,0.26260526596311695,0.00020616802997846273,0.13601363094874472
30,200,0.0025,0,-999.0,1.5,0,3.075959178168472,0.32473667033332476,-0.47661056369899235,0.9704578771448383,319,0.28120669438226203,0.28120669438226203,0.00018693167295145608,0.13495428234107051
20,60,0.0,0,-999.0,999.0,1,4.817682375218194,0.4225081444793404,-0.6981271817249783,0.9900863978251689,254,0.10801087304125359,0.44843300287815796,0.00015637542713530474,0.12294887350810965
48,200,0.0025,0,-999.0,1.5,1,3.220589148343681,0.33401367984211916,-0.5138813131085868,0.8654985399166247,529,0.10268095085811747,0.4788135593220339,0.000135721664292604,0.12034795028365702
48,120,0.005,0,-999.0,999.0,0,2.9195550608522924,0.3144032348050583,-0.47983949604361875,0.9046346461706198,77,0.31654407845645455,0.31654407845645455,0.0001599571885772277,0.1197152190917799
20,120,0.0025,0,-999.0,999.0,0,3.323001772640535,0.340430115592812,-0.538162764208254,0.9662409840621181,110,0.3076431084106172,0.3076431084106172,0.00017205995009155368,0.1196607826917909
20,200,0.0025,0,-999.0,1.5,0,2.7161807733966556,0.3004613873530193,-0.45660091522230994,0.9270115149216499,326,0.27499733503890844,0.27499733503890844,0.00018157891631028603,0.11851150548794684
30,96,0.0,0,-999.0,999.0,0,3.853084527650652,0.37182131387573136,-0.6180162671098492,1.001651432881767,111,0.31089436094233025,0.31089436094233025,0.00018303531829060374,0.1128957519648951
48,96,0.005,0,-999.0,999.0,0,3.135630816747306,0.32859560157410606,-0.5260826750711561,0.9413933035466989,89,0.3056443875919412,0.3056443875919412,0.0001689041947764085,0.11262392921586294
48,60,0.0,0,-999.0,999.0,0,3.7519308969056526,0.3660504705417458,-0.6183871030910185,1.003224554780685,115,0.29900863447393666,0.29900863447393666,0.00018659811436384931,0.10701814673527077
30,60,0.0,0,-999.0,999.0,1,3.9266651380362347,0.37595895549061575,-0.644668373192313,0.9219764665766638,219,0.10998294424901396,0.459945634793732,0.00014246711462409298,0.09972359222329247
20,120,0.0,0,-999.0,1.5,0,3.3017296647833074,0.3391074410482142,-0.582602341289787,1.0084374576696866,329,0.2527715595352308,0.2527715595352308,0.0002120682677639738,0.09822814328680503
12,96,0.0025,0,-999.0,999.0,0,3.447848286729708,0.3480896696515572,-0.6019864573397182,0.9994752657330024,143,0.28805564438759196,0.28805564438759196,0.00018490047096836692,0.0970702042683482
30,120,0.0,0,-999.0,1.5,0,2.860099173436023,0.31038842588284465,-0.5233826521422318,0.9442553110705096,323,0.25772838716554736,0.25772838716554736,0.0001972729769993882,0.09590986536525425
48,200,0.0,0,-999.0,0.75,1,2.3011621779621274,0.2700020511912653,-0.4323862693268705,0.8018267238622013,702,0.07400596951284512,0.3108144121095832,0.00017798155867001107,0.0939002527209401
30,200,0.0,0,-999.0,999.0,1,4.37299870104952,0.40004945482303467,-0.7068703136232033,0.924390372157921,130,0.13071634154141348,0.5961251465728601,0.00011944267092343622,0.09283381661932907
20,200,0.0,0,-999.0,999.0,1,4.124728721761992,0.38685606900466496,-0.6863131388582726,0.9100585036661691,153,0.12997015243577445,0.5803485769107771,0.00012022902494513373,0.0892024247588371
12,120,0.0025,0,-999.0,999.0,0,3.032852926883195,0.32192080396100997,-0.563838998671798,0.9406094465533391,128,0.300314465408805,0.300314465408805,0.00016928974851884173,0.08703177695277795
20,120,0.005,0,-999.0,1.5,0,2.4879381502268503,0.2840681667247986,-0.49383841442220466,0.9293219466274514,304,0.23822087197526917,0.23822087197526917,0.00019519093661307926,0.08361505684506887
30,96,0.005,0,-999.0,999.0,0,2.803712788203502,0.3065349264891344,-0.5394981292609725,0.909204381801263,102,0.29285257435241446,0.29285257435241446,0.00016744668390956564,0.08224608094871128
30,120,0.005,0,-999.0,999.0,0,2.7492234735777217,0.30276741558174636,-0.5378793559573345,0.8951939556130676,94,0.3051380449845432,0.3051380449845432,0.00016032958727283273,0.0785874353837325
48,120,0.0,0,-999.0,1.5,0,2.453103417325144,0.2814912476969411,-0.5024564593541796,0.8719172563903024,327,0.2681750346444942,0.2681750346444942,0.00018097508153455688,0.07385888083936644
20,96,0.0,0,-999.0,999.0,0,3.1393850615084453,0.328836893824215,-0.6057920817553712,0.9344165091510155,130,0.30260633194755354,0.30260633194755354,0.00017304421265921415,0.07266167840408014
48,96,0.0025,0,-999.0,999.0,0,2.652448304626398,0.2959668176865393,-0.5401736126817935,0.8750677336728201,93,0.31515829868883916,0.31515829868883916,0.0001543425037395793,0.06963339802928356
48,120,0.0025,0,-999.0,999.0,0,2.3819343290799653,0.2761611590767237,-0.496209313098543,0.8289301631409985,80,0.32701737554631705,0.32701737554631705,0.0001438441805904634,0.0695030106845021
12,200,0.0025,0,-999.0,1.5,0,2.3410464893280283,0.2730582289034478,-0.5000194455191092,0.8764135639765498,334,0.2691610702483744,0.2691610702483744,0.00017413628228996324,0.06686918434272068
12,120,0.0,0,-999.0,1.5,0,3.0816785866176675,0.32510849193522406,-0.6201627546464337,0.9891768673472189,343,0.24722844046476922,0.24722844046476922,0.00021048175785182052,0.06448595797936818
48,96,0.0,0,-999.0,1.5,0,2.5222487277319297,0.28658626581758684,-0.5351373706960831,0.8926379274440461,325,0.2581014817183669,0.2581014817183669,0.00018802635255207149,0.06364947684174757
48,200,0.0,0,-999.0,0.75,0,1.9135140055210558,0.2386455331081645,-0.43238626932686974,0.8149219507442248,404,0.19241019081121416,0.19241019081121416,0.00022303430466131668,0.06319849598194087
30,120,0.0025,0,-999.0,999.0,0,2.52984688723883,0.2871412496058998,-0.534274828426788,0.860578790122426,97,0.31449205841594713,0.31449205841594713,0.00015145049347690788,0.06303277489862713
48,60,0.005,0,-999.0,999.0,0,2.634221389475093,0.29466988084496504,-0.5551634927606708,0.8971247005075867,108,0.28131329282592477,0.28131329282592477,0.00016813341857359196,0.061944369490008984
12,120,0.0,0,-999.0,999.0,1,3.6271621261858487,0.3587954448991284,-0.6894036500774574,0.8887159952681054,220,0.12024304445155101,0.49957360622534913,0.0001303682659735491,0.05852941962380497
12,96,0.0,0,-999.0,1.5,0,3.0848981257575936,0.32531761249895075,-0.6439789324570127,0.9981132949153001,345,0.23675514337490672,0.23675514337490672,0.0002187509885312233,0.05323381101620943
48,200,0.0,1,-999.0,1.5,0,1.3418123147723335,0.18566238097138066,-0.3491378312338881,0.7925206852412561,573,0.1337277475748854,0.1337277475748854,0.0002668310218470514,0.05071949961649942
48,200,0.0,1,-999.0,999.0,0,1.2694533798518348,0.17823795708408507,-0.32669904330730626,0.7136433524047553,587,0.16861208826351134,0.16861208826351134,0.00021800985612360345,0.05057060305066971
30,96,0.0,0,-999.0,1.5,0,2.709928341028383,0.300023190339469,-0.6008374039450197,0.929898027393185,323,0.24698859396652809,0.24698859396652809,0.00020036409027639413,0.046099389736618396
20,120,0.0,0,-999.0,999.0,1,3.40372071855212,0.3454022454672392,-0.6942051765209015,0.8662653741561953,189,0.12445368297622855,0.5097537575951391,0.00012564313871284394,0.0416129259145982
12,200,0.0,0,-999.0,999.0,1,3.448598523615721,0.34813517529811233,-0.7005429295544074,0.8617681324126726,184,0.1275450378424475,0.5672103187293466,0.00011613441895545161,0.04095211714154224
12,96,0.0,0,-999.0,999.0,1,3.4350151139319927,0.34731032075157797,-0.7051138076009238,0.8769469869252399,248,0.11672529581068117,0.4778808229399851,0.00013323344715773615,0.038600766297378075
30,120,0.005,0,-999.0,1.5,0,1.8407969055616555,0.23239563758473492,-0.47176367142367237,0.8042934827138324,302,0.24285790427459758,0.24285790427459758,0.0001698422027365387,0.036728476008590354
30,96,0.005,0,-999.0,1.5,0,2.0318041741428874,0.24855079571120342,-0.5092657931795253,0.8498137099400662,300,0.2327843513484703,0.2327843513484703,0.00018308528847897377,0.03640858461844411
30,96,0.0025,0,-999.0,999.0,0,2.401928782597866,0.2776676024087994,-0.5684025521039856,0.8473860333333928,106,0.30194009167466157,0.30194009167466157,0.00015377210505945136,0.035835628023476236
20,60,0.0,0,-999.0,1.5,0,2.7781978777886063,0.3047761812675702,-0.6399740225299202,0.9660984189913431,329,0.22113847137831788,0.22113847137831788,0.00022194866628823834,0.03309409095217728
48,60,0.0,0,-999.0,1.5,0,2.5398031724286025,0.28786703073546693,-0.6011854563796185,0.9158245245485467,316,0.23712823792772625,0.23712823792772625,0.0002009713262720902,0.033065528773085016
20,96,0.005,0,-999.0,999.0,0,2.1405504703316236,0.2573877889586873,-0.5307384780737787,0.8199928902797238,121,0.2850175887432044,0.2850175887432044,0.000153137638982979,0.03301819443578413
30,200,0.0,1,-999.0,999.0,0,1.1050823849072655,0.16064152054391378,-0.32333451800735413,0.6710167077345929,569,0.16258927619656752,0.16258927619656752,0.00021041691858270044,0.03252509692696636
12,60,0.0,0,-999.0,999.0,1,3.6764066050906576,0.3616773761504264,-0.7510012057841001,0.9068052977270192,307,0.10494616778595033,0.438332800341115,0.0001474195150042521,0.03151703814472729
48,96,0.005,0,-999.0,1.5,0,1.77958561673926,0.22703465979739001,-0.4735995175304609,0.7890382191425349,301,0.24301780194009168,0.24301780194009168,0.00016784870105377234,0.0296868119892863
12,120,0.005,0,-999.0,1.5,0,2.184695843856466,0.26090540286839814,-0.5520333831851252,0.886241037084732,314,0.23302419784671144,0.23302419784671144,0.00018808658122103784,0.029200763130072152
30,200,0.0,1,-999.0,1.5,0,1.182010342029002,0.16900879796209622,-0.35754364256682003,0.7501178711909023,554,0.12845112461358063,0.12845112461358063,0.0002590848504391559,0.027742870238231326
30,60,0.0,0,-999.0,1.5,0,2.5778682972582723,0.2906268888919903,-0.6194596188315753,0.9318412282704952,317,0.22596205095405608,0.22596205095405608,0.00021054354990947632,0.027489140889727398
48,120,0.005,0,-999.0,1.5,0,1.8956246598574222,0.23711965150311531,-0.5024564593541808,0.8026088685221119,301,0.2519720712077604,0.2519720712077604,0.000168139864644866,0.026021865252130502
12,200,0.0,1,-999.0,1.5,0,1.1262863513374333,0.1629719231703095,-0.35989529658706576,0.7362408448968679,550,0.12400063959066197,0.12400063959066197,0.0002612153378544136,0.019836317121620026
48,200,0.005,1,-999.0,1.5,0,0.991537659598783,0.1478329547982704,-0.32909990492267016,0.7124586176840436,533,0.12445368297622855,0.12445368297622855,0.000240762036871865,0.01890593322113751
30,200,0.0,0,-999.0,0.75,1,1.4879227306547405,0.20011151233613345,-0.43198743546592233,0.683645659667106,688,0.07341967807270014,0.30265963116938494,0.00015282904719723874,0.01830007758652758
48,60,0.0025,0,-999.0,999.0,0,2.247459616298419,0.26584003275349644,-0.5798310444338894,0.8331198358399542,112,0.290134314039015,0.290134314039015,0.00015396118931811258,0.01758050232854943
48,200,0.005,1,-999.0,999.0,0,0.8802708397108303,0.1347015460669332,-0.30002285030208387,0.6120963302285481,547,0.15640656646412962,0.15640656646412962,0.00019385237908309562,0.015294937427318661
30,200,0.0,0,-999.0,0.75,0,1.4126258217717544,0.19275265025508403,-0.4319874354659228,0.737285764310213,396,0.18803965462104252,0.18803965462104252,0.00019419465385007198,0.0136232207376333
20,200,0.0,1,-999.0,1.5,0,1.045541134366415,0.15399577801734599,-0.3585599297326175,0.7034918647937709,551,0.12514657286003625,0.12514657286003625,0.0002511844905886557,0.009890406390725769
12,60,0.0,0,-999.0,1.5,0,2.4776333485942814,0.28330801541279427,-0.6395655182033291,0.9262134859116504,360,0.21602174608250718,0.21602174608250718,0.00021755808845593823,0.009835930606712256
30,120,0.0025,0,-999.0,1.5,0,1.6360905271827844,0.21408677922034625,-0.4872983689610241,0.7571255996919579,312,0.2495736062253491,0.2495736062253491,0.0001586708045306758,0.008293874724432104
12,96,0.005,0,-999.0,1.5,0,2.1548153394367993,0.2585287507984291,-0.5907546809036579,0.8890587179621423,319,0.2231638418079096,0.2231638418079096,0.00019425125513985978,0.0076043462447072385
48,60,0.005,0,-999.0,1.5,0,1.7869624093813412,0.22768570514680442,-0.521790674039367,0.8116739683240385,295,0.22308389297516257,0.22308389297516257,0.000178515447891253,0.007374066543322864
30,200,0.005,0,-999.0,999.0,1,2.888001764128622,0.3122786860683855,-0.6934146492419986,0.8178469999918312,117,0.13463383434601855,0.5455175354439825,0.00011116965840477576,0.006463711446977764
30,200,0.0,0,-999.0,1.5,1,2.424671544309849,0.27937252696418624,-0.6337832438810496,0.7827961146951531,556,0.09945634793732011,0.4818249653555058,0.00012364896333090636,0.0016207107584191166
30,60,0.005,0,-999.0,1.5,0,1.7963561840773843,0.2285127688010602,-0.5386065383184799,0.823633323341523,296,0.21221085172156487,0.21221085172156487,0.00018633052094308195,0.0003911658088963793
20,120,0.0025,0,-999.0,1.5,0,1.895625234394445,0.23711970062949717,-0.5556553856229447,0.8148073283907313,317,0.2447766762605266,0.2447766762605266,0.00017146931990433116,3.237423756138891e-05
30,200,0.0025,0,-999.0,999.0,1,2.7954459104597795,0.3059661259555979,-0.6957194853142699,0.8067488396532534,122,0.13212877091994457,0.5723803432469886,0.00010595911085369163,-0.0015561747188743424
12,200,0.005,1,-999.0,1.5,0,0.9200513514757549,0.13946602041508083,-0.35369623542555395,0.7026323857111993,512,0.1161123547596205,0.1161123547596205,0.00024359534971159105,-0.002250478012136181
30,200,0.005,1,-999.0,1.5,0,0.9008696598047357,0.13717860549980898,-0.35132180693259607,0.6852550610850613,519,0.12034964289521373,0.12034964289521373,0.00023500585133078602,-0.004219544912235987
48,120,0.0025,0,-999.0,1.5,0,1.5810994808878798,0.20897511130366064,-0.5024564593541803,0.7347704066950989,315,0.25983370642788617,0.25983370642788617,0.00015285794815997263,-0.005514598038674545
