mode,long_threshold,short_threshold,total_return,initial_capital,final_equity,profit,annual_return,max_drawdown,sharpe,trades,long_trades,short_trades,exposure,abs_exposure,long_exposure,short_exposure,long_total_return,short_total_return,avg_bar_return_when_in_position,score
long_short,0.52,0.4,20962.294233606655,100.0,2096329.4233606656,2096229.4233606656,70.93770529901768,-0.34040402405740755,4.7347250864134915,693,366,327,-0.2891460055096418,0.9784043645006211,0.12088802463134014,0.17328363852428025,105.01713980555652,457.21191107506536,0.0022223461198281444,71.00423954130964
