ema_fast,ema_slow,trend_threshold,use_macd,volume_filter,funding_z_cap,allow_short,total_return,annual_return,max_drawdown,sharpe,trades,long_trades,short_trades,exposure,abs_exposure,long_exposure,short_exposure,long_total_return,short_total_return,avg_bar_return_when_in_position,score
48,200,0.0,0,-999.0,999.0,1,9.372880566225644,0.7960689028970092,-0.610673118370022,1.2967276150833273,88,50,38,0.15535330134039385,0.6196260135694192,0.3874896574549065,0.23213635611451267,11.120922423144982,-0.10615906452548685,0.0001748128117917232,0.5555687244661645
48,200,0.0,0,-999.0,2.5,1,8.407567665355868,0.7526812830454286,-0.6049514193487443,1.2796550623677956,265,169,96,0.14108886314744332,0.5834519278504054,0.36227039549892437,0.22118153235148105,10.402524311143484,-0.05850601017640178,0.00018118769510677593,0.5141883264894462
48,200,0.005,0,-999.0,999.0,1,6.191371740378877,0.6386890986164979,-0.5809010485932377,1.1771416829938506,78,45,33,0.1576038391527387,0.5627668376634122,0.3601853384080755,0.20258149925533675,7.262226391091049,-0.09543627547623501,0.0001657184754703896,0.40709565846957163
48,200,0.005,0,-999.0,2.5,1,5.637267433345095,0.606123828511449,-0.5644837246782057,1.1642627625263438,239,153,86,0.14333940095978817,0.5285785206023498,0.335958960781069,0.19261955982128082,6.578750831660462,-0.013525971279473858,0.0001721567092892052,0.3820951042986633
48,200,0.0,0,-999.0,1.5,1,5.143826464077177,0.5753604330575681,-0.5035640840734489,1.1324309037683982,443,279,164,0.11745821611782227,0.5044845275525401,0.3109713718351812,0.19351315571735891,6.570186960704392,0.01236102808267181,0.00018040255350107855,0.3801999362092636
48,200,0.0025,0,-999.0,999.0,1,5.043327884189788,0.5688693666370492,-0.6052372797677079,1.0981712659240301,84,48,36,0.15525401290749627,0.5934469634287606,0.37435048816812844,0.21909647526063214,6.015228335144123,-0.1020294889581067,0.0001487715940573822,0.3211592900493968
48,200,0.01,0,-999.0,2.5,1,4.786901918394102,0.5519324749702184,-0.5815251491872797,1.1248229142317479,215,143,72,0.14403441999007116,0.4615588283964918,0.30279662419328146,0.15876220420321033,4.517033017953467,0.16798931793603367,0.0001824626751731549,0.3174110460881659
48,200,0.01,0,-999.0,999.0,1,4.809615119372854,0.553455131825507,-0.594267184412123,1.1047500679744064,74,48,26,0.15657785867946383,0.4914446466986596,0.3240112526890617,0.1674333940095979,4.721667794000012,0.05365307171922695,0.00017141792468554134,0.31155904301816584
48,200,0.0025,0,-999.0,2.5,1,4.5294074102802915,0.5343490326666127,-0.6010354513507226,1.0777385517188567,254,162,92,0.14095647857024657,0.557835512162833,0.3493959953665398,0.20843951679629324,5.653124712840409,-0.05679755703577105,0.0001539173803161226,0.28771823457719425
30,200,0.0,0,-999.0,999.0,1,4.716913263566447,0.5472121971969792,-0.639137801138506,1.0765185620813933,104,60,44,0.15164653317888466,0.5988416349495284,0.3752440840642065,0.22359755088532185,6.41187270668047,-0.18750141757948346,0.00014442162519719403,0.28146922473179586
20,60,0.0,0,-999.0,999.0,1,4.603480978739286,0.5394690863926075,-0.653298474981866,1.1142078835861147,202,120,82,0.1173589276849247,0.45262286943571073,0.28499089856031773,0.16763197087539303,5.564319655607226,-0.055628454507930414,0.00018166894844042538,0.2685302430809802
12,60,0.0,0,-999.0,999.0,1,4.575455192991718,0.537537911570565,-0.649708811213242,1.1166352997259603,242,146,96,0.1158696011914612,0.4436538143306305,0.27976170776104586,0.16389210656958464,5.206083949482601,0.013970822382507908,0.00018548674273454805,0.26851527095024197
48,200,0.005,0,-999.0,1.5,1,3.291200502364152,0.43999666677044424,-0.44603837025754756,0.9977370259671703,394,255,139,0.12040377296045011,0.45685917590600694,0.2886314744332285,0.16822770147277843,3.923437089762319,0.06089064925967236,0.00016571940880374792,0.266864332940029
30,200,0.0,0,-999.0,2.5,1,4.155222473058573,0.5076687755959346,-0.6429963561316733,1.048942265002125,276,174,102,0.13721661426443818,0.5626344530862154,0.3499255336753268,0.21270891941088862,5.882945695435681,-0.14015395992150892,0.00014858954079050347,0.23861771078020422
30,60,0.0,0,-999.0,999.0,1,3.9616394440318112,0.49329183837345814,-0.619613245043364,1.0541881252216458,177,110,67,0.11818633129240444,0.4636438854873407,0.29091510838987256,0.17272877709746814,4.552845870518941,-0.02376526491628339,0.00016848668213361763,0.2361946221128584
20,200,0.0,0,-999.0,999.0,1,4.0511926908380484,0.4999940538608383,-0.642509498465562,1.027627778123355,127,76,51,0.14863478404765845,0.5828561972530201,0.36574549065033923,0.21711070660268078,5.938078926862035,-0.22421871861205622,0.00014114862338739483,0.230120693534225
48,200,0.0025,0,-999.0,1.5,1,2.7451951857857777,0.3917625432902567,-0.4945662057093284,0.9284288050377097,422,269,153,0.11752440840642066,0.48191295714049315,0.29971868277345687,0.18219427436703625,3.4216863081760494,0.0455104511739679,0.0001499029012195512,0.19090088068747801
30,60,0.0,0,-999.0,2.5,1,3.3584343320039975,0.44561193662263143,-0.611546187828789,1.0132626885096185,313,195,118,0.10653648849908985,0.4329306635776932,0.26973357603839154,0.16319708753930168,3.8598777433760336,0.04879171175721164,0.0001708502592192742,0.19050197713371786
12,60,0.0,0,-999.0,2.5,1,3.599186385625373,0.46520149666654165,-0.6558331345030692,1.0473777434812368,376,228,148,0.1048816812841304,0.4136687075955651,0.25927519443984776,0.15439351315571737,4.166857195887322,0.07429197817031996,0.00018390406242892366,0.18965381658906888
20,120,0.0,0,-999.0,999.0,1,3.607546068912403,0.4658677592524636,-0.6586447231739376,1.003398144503804,155,100,55,0.13622372993546253,0.5134535826576204,0.32483865629654146,0.18861492636107893,3.761331456408822,0.04570096849265326,0.0001507387530158525,0.186715304890685
48,200,0.01,0,-999.0,1.5,1,2.4315668601849834,0.36162221948445517,-0.4483015653483241,0.9064168302376268,349,236,113,0.12159523415522092,0.3992056925368195,0.2604004633460202,0.13880522919079927,2.5441061577546655,0.15289321312552517,0.00016499144973258997,0.18279227832217446
12,200,0.0,0,-999.0,999.0,1,3.451994164630487,0.4533188501638088,-0.6450908572071028,0.977347993448146,150,94,56,0.14522588118484198,0.5694522588118485,0.3573390699983452,0.21211318881350322,4.360739917743226,-0.10482059741200989,0.0001367618549930844,0.1796408212326647
20,200,0.0,0,-999.0,2.5,1,3.536855709731875,0.4602049355368174,-0.6619054627096754,0.9961579109717398,298,189,109,0.13420486513321198,0.5471785536984941,0.34069170941585303,0.20648684428264108,5.320884867161937,-0.16688846431683635,0.0001448328644244073,0.1790600997305667
12,120,0.0,0,-999.0,999.0,1,3.474229731309917,0.4551326026459783,-0.65862723111579,0.9959350818269154,180,118,62,0.13102763528048983,0.5021016051629985,0.31656462022174414,0.18553698494125434,3.316651882184434,0.13414225508305933,0.00015145342718621749,0.17561574117942907
30,200,0.005,0,-999.0,999.0,1,3.1595950991849735,0.4288114227370341,-0.619191182154698,0.9562308990071617,91,53,38,0.15409564785702465,0.546814496111203,0.35045507198411385,0.1963594241270892,4.576772378336447,-0.2193911335672507,0.00013475999602629665,0.16702737661004316
